,ID,gr_engine_active,sm_active,sm_occupancy,dram_active,fp64_active,fp32_active,fp16_active,pcie_tx_bytes,pcie_rx_bytes,gpu_utilization,MCUTL,MUSAM,GUSAM,power_usage,TOTEC,run_time,application,sm_app_clock
40,0.0,0.33494356,0.35138306,0.15693548,0.0037620969,0.0,0.15193951,0.0,1354437456.9274194,1646155718.689516,29.741936,0.86290324,0.0,29.431452,85.511,1900.5660241935484,28.666666666666668,GROMACS,810
41,0.0,0.33275795,0.364,0.16232143,0.003654762,0.0,0.15078968,0.0,1328482872.452381,1586339916.0992064,29.805555,0.8730159,0.0,30.817461,85.04835,1910.1119999999999,29.0,GROMACS,795
42,0.0,0.34194186,0.36332947,0.1624186,0.003515504,0.0,0.15443799,0.0,1320856516.5271318,1555746808.5775194,30.910852,0.8604651,0.0,31.348837,85.05489,1928.1163449612402,29.33333333333333,GROMACS,780
43,0.0,0.34073308,0.34579325,0.15803759,0.0036015038,0.0,0.15192482,0.0,1294348915.8721805,1564889326.018797,30.590225,0.85714287,0.0,31.176691,83.57527,1886.5310187969924,28.666666666666668,GROMACS,765
44,0.0,0.35540637,0.35813946,0.16262949,0.0036892432,0.0,0.16123506,0.0,1319507541.2908366,1623491724.1075697,30.800797,0.8565737,0.0,30.824701,83.901344,1883.302015936255,28.666666666666668,GROMACS,750
45,0.0,0.353076,0.369908,0.165424,0.003592,0.0,0.154832,0.0,1300123241.64,1551411164.096,29.592,0.82,0.0,29.816,83.01483,1864.3873119999998,28.666666666666668,GROMACS,735
46,0.0,0.35396934,0.36836398,0.1646705,0.0035363985,0.0,0.16027969,0.0,1269568053.3984675,1547161595.4482758,30.992336,0.82758623,0.0,32.29502,81.950325,1872.9155632183908,29.0,GROMACS,720
47,0.0,0.36989242,0.38356176,0.17431474,0.0037011954,0.0,0.16624303,0.0,1313302185.6653388,1614257634.8167331,31.76494,0.8366534,0.0,31.804781,82.39845,1867.5662350597609,28.666666666666668,GROMACS,705
48,0.0,0.3590846,0.37644616,0.17005384,0.0036346156,0.0,0.16566154,0.0,1265351468.5807693,1522060620.8692307,31.6,0.8423077,0.0,32.076923,82.77114,1874.5564615384615,29.0,GROMACS,690
49,0.0,0.3971423,0.4070751,0.18288933,0.0036561266,0.0,0.17646246,0.0,1339831798.7944665,1632411983.916996,33.675888,0.8577075,0.0,34.869564,82.9433,1873.2368498023716,29.0,GROMACS,675
50,0.0,0.38382128,0.4055171,0.18341064,0.0035551332,0.0,0.17369962,0.0,1260762790.714829,1545307258.730038,33.741444,0.85551333,0.0,34.441063,82.86107,1887.2063574144486,29.666666666666668,GROMACS,660
51,0.0,0.41917813,0.42778137,0.19125101,0.003805668,0.0,0.18997976,0.0,1370204723.2064776,1659964446.2388663,35.63158,0.87449396,0.0,35.8583,84.38842,1856.1482064777329,28.666666666666668,GROMACS,645
52,0.0,0.40074903,0.4150157,0.18783921,0.003509804,0.0,0.18157254,0.0,1275620994.5803921,1574180962.1686275,34.807842,0.83137256,0.0,36.109802,82.48959,1855.196180392157,29.0,GROMACS,630
53,0.0,0.42936575,0.4549494,0.20623346,0.003762646,0.0,0.1939533,0.0,1312001724.7821012,1605326683.3540857,35.618675,0.73540854,0.0,36.132298,81.03098,1846.624486381323,29.0,GROMACS,615
54,0.0,0.43832558,0.45017442,0.20246899,0.0036860467,0.0,0.19722094,0.0,1321703198.1511629,1589559795.1162791,38.07752,0.82945734,0.0,38.751938,82.10518,1868.5342674418605,29.33333333333333,GROMACS,600
55,0.0,0.4419026,0.4481573,0.20409738,0.003681648,0.0,0.20081648,0.0,1309585125.7790263,1576957826.1460674,38.08989,0.7940075,0.0,38.565544,82.75049,1864.9304082397005,29.33333333333333,GROMACS,585
56,0.0,0.45310485,0.48014516,0.2155242,0.0037540323,0.0,0.21145162,0.0,1324354785.3225806,1622633990.7258065,39.35887,0.8104839,0.0,39.967743,82.9356,1852.5369233870967,29.0,GROMACS,570
57,0.0,0.46572113,0.4996494,0.22409561,0.003737052,0.0,0.21445419,0.0,1322614650.9163346,1623789332.438247,40.199203,0.7968128,0.0,41.776894,82.4612,1857.5925378486056,29.33333333333333,GROMACS,555
58,0.0,0.46942168,0.463506,0.20780723,0.0036987953,0.0,0.2162008,0.0,1315678921.8915663,1641881702.7751005,39.71486,0.8433735,0.0,41.51004,82.20854,1844.4992128514057,29.0,GROMACS,540
59,0.0,0.47592136,0.4883783,0.22141199,0.0036516855,0.0,0.22140823,0.0,1305005231.0861423,1564584010.131086,41.05618,0.8164794,0.0,41.0412,82.58212,1830.9436816479401,29.0,GROMACS,525
60,0.0,0.47592136,0.4883783,0.22141199,0.0036516855,0.0,0.22140823,0.0,1305005231.0861423,1564584010.131086,41.05618,0.8164794,0.0,41.0412,82.58212,1830.9436816479401,29.0,GROMACS,510
