,ID,gr_engine_active,sm_active,sm_occupancy,tensor_activity,dram_active,fp64_active,fp32_active,fp16_active,pcie_tx_bytes,pcie_rx_bytes,gpu_utilization,mem_copy_utilization,mem_util_samples,gpu_util_samples,power_usage,total_energy_consumption,pstate,gpu_temp,memory_temp,sm_clock,run_time,application,sm_app_clock
79,0.0,0.9969164,0.9824346,0.8192841,0.0,0.5539025,0.0,0.4040947,0.0,27986546.724233985,44688332.10306407,95.50418,66.467964,66.189415,94.57103,292.18442,4058.683264623955,0.0,38.718662,50.334263,1140.0,5.243333333333333,stencil,1140
80,0.0,0.9935794,0.97795266,0.81477714,0.0,0.54767406,0.0,0.4044429,0.0,32701455.133704737,68789404.43732591,95.158775,65.54039,65.1727,94.189415,287.15863,4099.508236768802,0.0,38.350975,50.094707,1125.0,5.260000000000001,stencil,1125
81,0.0,1.0,0.983755,0.81915957,0.0,0.546604,0.0,0.40714815,0.0,14677688.5014245,28241362.92022792,95.21082,65.18519,64.296295,94.21368,283.89215,4058.784760683761,0.0,38.22792,50.139603,1110.0,5.283333333333333,stencil,1110
82,0.0,0.9975785,0.9835069,0.8184931,0.0,0.5387273,0.0,0.4073416,0.0,26262988.5922865,43503088.84848485,95.26997,64.20386,63.950413,94.29752,280.65765,4039.2212451790633,0.0,38.03306,50.162533,1095.0,5.34,stencil,1095
83,0.0,0.997029,0.98248816,0.8171504,0.0,0.5319076,0.0,0.40744326,0.0,17991366.791556727,57393102.007915564,94.70712,62.94459,62.94459,93.72559,278.71707,4083.2491029023745,0.0,37.85224,49.949867,1080.0,5.44,stencil,1080
84,0.0,0.993738,0.97570324,0.8114145,0.0,0.5269492,0.0,0.4079064,0.0,27060521.053475935,72228541.02406417,94.87166,62.954544,61.05615,93.96257,276.58005,4068.28229946524,0.0,37.29679,49.208557,1065.0,5.390000000000001,stencil,1065
85,0.0,0.9977414,0.97991294,0.8143773,0.0,0.52053565,0.0,0.40845647,0.0,18922560.300791558,27014499.147757255,95.81794,62.865437,62.17942,95.10554,274.8801,4051.838585751979,0.0,37.60686,49.672825,1050.0,5.47,stencil,1050
86,0.0,0.9964961,0.9819974,0.8158493,0.0,0.5119247,0.0,0.40938702,0.0,26262822.641558442,30744190.17922078,95.88571,61.914288,61.0,95.03896,270.44482,4053.1730987012984,0.0,37.535065,49.63896,1035.0,5.556666666666668,stencil,1035
87,0.0,0.99753845,0.98283076,0.81595385,0.0,0.50621283,0.0,0.41020256,0.0,21756107.725641027,36272330.20769231,95.520515,60.733334,59.95641,94.57949,269.21857,4050.475735897436,0.0,37.317947,49.51282,1020.0,5.566666666666666,stencil,1020
88,0.0,0.9946869,0.97785604,0.8114697,0.0,0.49793434,0.0,0.40871465,0.0,27823785.005050506,50652853.797979794,95.14899,59.482323,59.429295,94.19444,266.1138,4091.974101010101,0.0,37.20202,49.497475,1005.0,5.6000000000000005,stencil,1005
89,0.0,0.9956491,0.9815614,0.81442606,0.0,0.49166918,0.0,0.41133836,0.0,17567448.01002506,57575982.448621556,95.546364,58.897243,58.80702,94.58396,263.87674,4086.350601503759,0.0,37.18045,49.528824,990.0,5.7,stencil,990
90,0.0,0.99630594,0.98109204,0.8135348,0.0,0.48595273,0.0,0.41169155,0.0,27576016.315920398,42395174.51243781,96.216415,58.68159,58.34826,95.24876,262.40802,4058.6164975124375,0.0,37.08209,49.45025,975.0,5.743333333333333,stencil,975
91,0.0,1.0,0.98202634,0.8142153,0.0,0.48330143,0.0,0.41523445,0.0,13643808.571770335,25676967.63157895,95.64354,57.863636,57.657894,94.77751,259.87506,4089.195263157895,0.0,36.858852,49.279903,960.0,5.763333333333333,stencil,960
92,0.0,0.99691296,0.9798918,0.81186354,0.0,0.47181413,0.0,0.41185883,0.0,17935682.745882355,39978752.50117647,96.21647,57.39294,56.442352,95.28236,255.89359,4081.245854117647,0.0,36.78353,49.371765,945.0,5.843333333333334,stencil,945
93,0.0,0.9980574,0.9827703,0.8138158,0.0,0.46575597,0.0,0.41367465,0.0,16136263.74401914,51617458.20574163,95.99282,56.239235,55.208134,94.94019,253.07701,4087.882892344497,0.0,36.708134,49.29665,930.0,5.933333333333334,stencil,930
94,0.0,0.9971106,0.98237884,0.8134165,0.0,0.46251765,0.0,0.4178847,0.0,25439877.81647059,41604290.71058823,95.98353,55.875294,55.33647,95.03294,251.3062,4081.7920164705884,0.0,36.545883,49.24235,915.0,5.976666666666667,stencil,915
95,0.0,0.99374545,0.9789068,0.81038636,0.0,0.45575908,0.0,0.4189841,0.0,28824104.279545456,72610577.77954546,95.63636,54.85682,54.78182,94.652275,249.93762,4085.173559090909,0.0,36.411366,49.0,900.0,6.0,stencil,900
96,0.0,0.99970406,0.9828902,0.813716,0.0,0.45608592,0.0,0.425179,0.0,12889027.93078759,24208306.642004773,95.825775,54.97136,54.050117,94.85919,249.04594,4118.114544152744,0.0,36.420048,49.066826,885.0,6.026666666666666,stencil,885
97,0.0,0.9975858,0.98037195,0.8106704,0.0,0.4392873,0.0,0.4162517,0.0,14859771.942093542,45091539.28507795,95.763916,52.808464,52.706013,95.01337,241.94016,4149.4682672605795,0.0,36.162582,49.091312,870.0,6.196666666666666,stencil,870
98,0.0,0.99754155,0.98019326,0.8105775,0.0,0.43681347,0.0,0.4213191,0.0,22094954.433707867,27261974.0,96.364044,52.93708,52.516853,95.40899,242.77101,4106.323840449438,0.0,36.186516,48.876404,855.0,6.1933333333333325,stencil,855
99,0.0,0.9989035,0.98304826,0.8126316,0.0,0.42963815,0.0,0.4226798,0.0,14116641.29385965,36160410.85745614,96.63377,52.33772,51.44298,95.55044,239.45877,4128.0388464912285,0.0,35.97807,48.866226,840.0,6.27,stencil,840
100,0.0,0.99666524,0.9808229,0.81077105,0.0,0.4263218,0.0,0.42668036,0.0,30639551.311015118,22802327.626349892,97.00216,51.85313,51.75162,96.051834,239.57977,4102.010956803455,0.0,36.075596,48.63931,825.0,6.31,stencil,825
